towards_goal_reward,pos_reward,upright_reward,alignment_reward,angvel_reward,vel_reward,action_cost,action_difference_penalty,towards_goal_percentage,pos_reward_percentage,other_percentage
-0.0786396861076355,10.253000259399414,0.597779393196106,1.150990605354309,0.03795957565307617,1.2946723699569702,0.0,-2.2707033157348633,-127.22578430175781,30.11869239807129,197.10708618164062
-0.08557058870792389,10.263309478759766,0.5708678960800171,1.1979013681411743,0.040808238089084625,1.280806541442871,0.0,-2.2484259605407715,-137.5644989013672,42.14626693725586,195.418212890625
-0.09133481234312057,10.304121017456055,0.5435924530029297,1.212302803993225,0.04407453536987305,1.2617506980895996,0.0,-2.249994993209839,-160.70941162109375,46.86015701293945,213.84922790527344
-0.09747721254825592,10.305449485778809,0.5341912508010864,1.2526308298110962,0.04863970726728439,1.2450106143951416,0.0,-2.2521424293518066,-180.94882202148438,55.71622848510742,225.23260498046875
-0.10519170016050339,10.336849212646484,0.525066077709198,1.2578668594360352,0.046314068138599396,1.2268089056015015,0.0,-2.2728357315063477,-252.069091796875,61.27922439575195,290.78985595703125
-0.11212702095508575,10.319368362426758,0.5228840708732605,1.2381796836853027,0.04977888613939285,1.2124558687210083,0.0,-2.2546133995056152,-372.9952697753906,70.33438110351562,402.660888671875
-0.12070658802986145,10.343437194824219,0.5144267082214355,1.2227768898010254,0.051096606999635696,1.201460361480713,0.0,-2.2586567401885986,-665.23779296875,97.8087158203125,667.4291381835938
-0.1296555995941162,10.318990707397461,0.5221254825592041,1.206592321395874,0.04807019978761673,1.1921806335449219,0.0,-2.2542884349823,-1405.8248291015625,195.87098693847656,1309.953857421875
-0.13766548037528992,10.29444694519043,0.5368119478225708,1.2203693389892578,0.04651256650686264,1.1930923461914062,0.0,-2.2476773262023926,-4264.26953125,625.2481689453125,3739.021240234375
-0.14564424753189087,10.246673583984375,0.5646275877952576,1.2045940160751343,0.04631608724594116,1.1796069145202637,0.0,-2.2479069232940674,1786.51318359375,-209.9935760498047,-1476.5196533203125
-0.15191775560379028,10.191057205200195,0.590508222579956,1.1956191062927246,0.05180281400680542,1.1906603574752808,0.0,-2.2647361755371094,852.0993041992188,-77.67745208740234,-674.4219360351562
-0.15981552004814148,10.162921905517578,0.6067225933074951,1.1795097589492798,0.05732524394989014,1.1836421489715576,0.0,-2.2671501636505127,601.4481811523438,-49.44198989868164,-452.0061950683594
-0.16800493001937866,10.115883827209473,0.6451190710067749,1.2139513492584229,0.05920105427503586,1.1787570714950562,0.0,-2.233264207839966,529.8084106445312,-51.417686462402344,-378.3907165527344
-0.17597346007823944,10.068553924560547,0.7193218469619751,1.245461344718933,0.06000402569770813,1.1891247034072876,0.0,-2.2469277381896973,529.38525390625,-67.27315521240234,-362.11212158203125
-0.18395963311195374,10.052314758300781,0.7616353034973145,1.2310566902160645,0.06197454035282135,1.1825823783874512,0.0,-2.244234561920166,414.7110595703125,-42.869014739990234,-271.842041015625
-0.19006580114364624,10.009966850280762,0.7924415469169617,1.291121482849121,0.06081216782331467,1.1781365871429443,0.0,-2.2785487174987793,404.4483642578125,-48.21563720703125,-256.2326965332031
-0.19600629806518555,9.985014915466309,0.80564284324646,1.2891587018966675,0.0678144097328186,1.1749428510665894,0.0,-2.266352653503418,347.26434326171875,-34.0683479309082,-213.19598388671875
-0.2028007060289383,9.904547691345215,0.8169896602630615,1.2764849662780762,0.07056046277284622,1.1875782012939453,0.0,-2.2654740810394287,320.86907958984375,-31.32796287536621,-189.54112243652344
-0.2080366313457489,9.869755744934082,0.778089165687561,1.264695405960083,0.07564975321292877,1.1911544799804688,0.0,-2.259528160095215,307.6904296875,-31.47032928466797,-176.22007751464844
-0.2129669189453125,9.876274108886719,0.7474538087844849,1.232222080230713,0.08171723783016205,1.1842299699783325,0.0,-2.2659082412719727,288.5990905761719,-27.47785758972168,-161.12123107910156
-0.21655738353729248,9.896263122558594,0.6873990297317505,1.1913467645645142,0.08370716124773026,1.1829642057418823,0.0,-2.260213851928711,252.63706970214844,-14.39040756225586,-138.24667358398438
-0.2220373898744583,9.91494369506836,0.6499546766281128,1.1733109951019287,0.08599694073200226,1.1750516891479492,0.0,-2.261070966720581,239.49996948242188,-11.939738273620605,-127.56021881103516
-0.22718621790409088,9.92971420288086,0.5925160646438599,1.1424560546875,0.08346585929393768,1.177356243133545,0.0,-2.267812490463257,226.42259216308594,-8.988146781921387,-117.43446350097656
-0.2310677170753479,9.906438827514648,0.5646193027496338,1.1527103185653687,0.08616215735673904,1.1749322414398193,0.0,-2.2727456092834473,221.7346649169922,-9.151880264282227,-112.58279418945312
-0.23601718246936798,9.87673568725586,0.5480174422264099,1.1793489456176758,0.08665957301855087,1.168867826461792,0.0,-2.2652392387390137,219.25994873046875,-10.750139236450195,-108.50980377197266
-0.23742984235286713,9.884875297546387,0.5356389284133911,1.1826574802398682,0.09532812237739563,1.165109634399414,0.0,-2.2577741146087646,228.84149169921875,-16.257234573364258,-112.58426666259766
-0.2379332184791565,9.909879684448242,0.5370817184448242,1.1680128574371338,0.10168493539094925,1.1724153757095337,0.0,-2.272951126098633,217.37594604492188,-10.292265892028809,-107.08367919921875
-0.23881299793720245,9.843815803527832,0.5674382448196411,1.1253478527069092,0.10261428356170654,1.1641792058944702,0.0,-2.26762056350708,211.14700317382812,-7.895313739776611,-103.2516860961914
-0.23778413236141205,9.72722053527832,0.5484911203384399,1.1741762161254883,0.10674835741519928,1.186055064201355,0.0,-2.2686386108398438,221.28076171875,-13.624723434448242,-107.65603637695312
-0.2384682297706604,9.742853164672852,0.5323907732963562,1.2009518146514893,0.11173984408378601,1.1832774877548218,0.0,-2.275784492492676,222.29649353027344,-14.440255165100098,-107.8562240600586
-0.23803985118865967,9.824995994567871,0.548137903213501,1.1941249370574951,0.11098914593458176,1.1955006122589111,0.0,-2.2812647819519043,230.61297607421875,-17.460803985595703,-113.15216827392578
-0.23498332500457764,9.843618392944336,0.5756394267082214,1.2311880588531494,0.1089496836066246,1.1994409561157227,0.0,-2.2476248741149902,237.9953155517578,-19.215606689453125,-118.77971649169922
-0.2303764671087265,9.800774574279785,0.588051438331604,1.1916875839233398,0.11013667285442352,1.2121837139129639,0.0,-2.279500961303711,237.98065185546875,-17.00360870361328,-120.97703552246094
-0.22729647159576416,9.802666664123535,0.6074599623680115,1.2005841732025146,0.11616266518831253,1.2243001461029053,0.0,-2.288736343383789,246.0897674560547,-18.868270874023438,-127.22150421142578
-0.2181115448474884,9.801660537719727,0.6055804491043091,1.2259231805801392,0.12373319268226624,1.2488056421279907,0.0,-2.2647385597229004,288.3896484375,-32.63601303100586,-155.75363159179688
-0.21190866827964783,9.73493480682373,0.6158627271652222,1.1977488994598389,0.12116718292236328,1.2595258951187134,0.0,-2.303187370300293,269.1078796386719,-20.126873016357422,-148.98098754882812
-0.20508331060409546,9.798440933227539,0.6049289703369141,1.2119851112365723,0.12755317986011505,1.261056900024414,0.0,-2.284895420074463,313.91668701171875,-33.41932678222656,-180.49732971191406
-0.2008640319108963,9.887932777404785,0.6332882046699524,1.2238123416900635,0.12399454414844513,1.2632815837860107,0.0,-2.279242515563965,365.04156494140625,-48.621726989746094,-216.41986083984375
-0.194395512342453,9.851824760437012,0.6469948887825012,1.1765116453170776,0.1203143373131752,1.2624725103378296,0.0,-2.2908177375793457,345.4259033203125,-34.29887390136719,-211.12701416015625
-0.18172866106033325,9.841174125671387,0.637610912322998,1.1688451766967773,0.1250244528055191,1.2788007259368896,0.0,-2.305114507675171,415.88629150390625,-43.952632904052734,-271.9336853027344
-0.17469355463981628,9.78144645690918,0.6302793025970459,1.1776480674743652,0.12219446152448654,1.295039176940918,0.0,-2.273468017578125,526.328125,-69.93755340576172,-356.3906555175781
-0.16662776470184326,9.850964546203613,0.6329251527786255,1.183236837387085,0.12022814154624939,1.308915376663208,0.0,-2.28964900970459,767.2042846679688,-118.69246673583984,-548.5118408203125
-0.15907993912696838,9.798233032226562,0.6255860328674316,1.2009471654891968,0.11751377582550049,1.313499927520752,0.0,-2.2878267765045166,1058.843994140625,-169.7804412841797,-789.0635986328125
-0.15498848259449005,9.790596961975098,0.6252568960189819,1.1572823524475098,0.11884196102619171,1.3132414817810059,0.0,-2.2951042652130127,1046.4998779296875,-146.51365661621094,-799.9861450195312
-0.1502397060394287,9.873063087463379,0.6179968118667603,1.1919522285461426,0.11653359234333038,1.3051719665527344,0.0,-2.312600612640381,1702.795654296875,-252.6195831298828,-1350.176025390625
-0.14187175035476685,9.845687866210938,0.6119490265846252,1.2358760833740234,0.11615825444459915,1.2982622385025024,0.0,-2.2795848846435547,-2028.75,431.0591735839844,1697.6907958984375
-0.13757377862930298,9.871683120727539,0.6240655779838562,1.153899908065796,0.11301146447658539,1.3041460514068604,0.0,-2.298313617706299,-4310.69384765625,677.94140625,3732.752197265625
-0.13695889711380005,9.872495651245117,0.6214331388473511,1.2004950046539307,0.10488511621952057,1.319455862045288,0.0,-2.306807518005371,-4127.82275390625,635.75927734375,3592.06396484375
-0.13487601280212402,9.894440650939941,0.6120381355285645,1.1873109340667725,0.10097010433673859,1.3152210712432861,0.0,-2.2789158821105957,-1344.73681640625,256.0263366699219,1188.71044921875
-0.13666443526744843,9.98834228515625,0.6392993330955505,1.1701881885528564,0.09633655101060867,1.3086988925933838,0.0,-2.297896385192871,-2203.35498046875,363.4017333984375,1939.9530029296875
-0.13672128319740295,9.941940307617188,0.6183270215988159,1.181545376777649,0.08868669718503952,1.3118510246276855,0.0,-2.2964017391204834,-2468.18603515625,408.9400329589844,2159.24609375
-0.13618192076683044,9.955652236938477,0.5972331762313843,1.233407974243164,0.08675672113895416,1.2880747318267822,0.0,-2.2750244140625,-821.7405395507812,202.00555419921875,719.7349243164062
-0.13844802975654602,9.971193313598633,0.6036996841430664,1.2268614768981934,0.08236262202262878,1.286151647567749,0.0,-2.270355463027954,-1356.2685546875,286.26507568359375,1170.0032958984375
-0.1413850635290146,9.949605941772461,0.6224760413169861,1.2006404399871826,0.07975484430789948,1.3085907697677612,0.0,-2.2722322940826416,-3012.90234375,564.1467895507812,2548.755615234375
-0.14242331683635712,9.919845581054688,0.6132295727729797,1.154826283454895,0.08023841679096222,1.3021228313446045,0.0,-2.2720584869384766,8940.4560546875,-1360.68115234375,-7479.7744140625
-0.1447068154811859,9.928466796875,0.5950316786766052,1.167827844619751,0.0814131498336792,1.299968957901001,0.0,-2.2917306423187256,4561.2158203125,-708.7510986328125,-3752.46533203125
-0.14948144555091858,9.953682899475098,0.6006308197975159,1.2031974792480469,0.07779131829738617,1.283193588256836,0.0,-2.2774953842163086,3959.388427734375,-703.3246459960938,-3156.0634765625
-0.15374478697776794,9.866971969604492,0.6103711128234863,1.2347533702850342,0.07634817808866501,1.2660247087478638,0.0,-2.2914488315582275,1497.1832275390625,-246.16653442382812,-1151.0166015625
-0.1552239954471588,9.876821517944336,0.6035948991775513,1.252419114112854,0.07912475615739822,1.2726130485534668,0.0,-2.29813289642334,1379.8311767578125,-228.03663635253906,-1051.7945556640625
-0.15690433979034424,9.871443748474121,0.6261943578720093,1.20395028591156,0.08055613934993744,1.2622108459472656,0.0,-2.267181634902954,913.8533325195312,-124.23612213134766,-689.6171875
-0.16008448600769043,9.859930038452148,0.6038159132003784,1.208356499671936,0.08323339372873306,1.265404224395752,0.0,-2.2791128158569336,923.7144775390625,-142.12001037597656,-681.5944213867188
-0.1636783927679062,9.840038299560547,0.6078078746795654,1.1946685314178467,0.08055971562862396,1.2581980228424072,0.0,-2.2810466289520264,601.1530151367188,-68.25820922851562,-432.8947448730469
-0.16523027420043945,9.888944625854492,0.591282844543457,1.2359082698822021,0.08298926800489426,1.2486319541931152,0.0,-2.2897696495056152,674.8978881835938,-92.43236541748047,-482.4655456542969
-0.16917625069618225,9.845749855041504,0.6308894157409668,1.2244685888290405,0.08307044208049774,1.2454369068145752,0.0,-2.2685904502868652,596.3131713867188,-80.20486450195312,-416.10833740234375
-0.17229028046131134,9.910447120666504,0.6047442555427551,1.2284801006317139,0.08389017730951309,1.247721791267395,0.0,-2.2654073238372803,573.9755859375,-79.30583190917969,-394.66973876953125
-0.17615440487861633,9.888660430908203,0.6047606468200684,1.2126680612564087,0.08358192443847656,1.2389404773712158,0.0,-2.260948657989502,474.0019836425781,-56.05476379394531,-317.9472351074219
-0.1775863766670227,9.90982437133789,0.6065647006034851,1.2725661993026733,0.08286779373884201,1.2417657375335693,0.0,-2.2795019149780273,547.8255004882812,-82.54901123046875,-365.27655029296875
-0.17980945110321045,9.869848251342773,0.579140305519104,1.2372839450836182,0.08613482117652893,1.243084192276001,0.0,-2.304769992828369,436.49749755859375,-50.574928283691406,-285.92254638671875
-0.18191862106323242,9.863529205322266,0.6125469207763672,1.2087005376815796,0.08603481948375702,1.2445054054260254,0.0,-2.2961902618408203,422.181640625,-48.183536529541016,-273.9981689453125
-0.18468555808067322,9.851652145385742,0.6031683087348938,1.1709281206130981,0.08391442894935608,1.2388386726379395,0.0,-2.2836904525756836,375.7877502441406,-36.14434051513672,-239.6434326171875
-0.18622952699661255,9.836736679077148,0.6307629346847534,1.153465747833252,0.08718656003475189,1.224949836730957,0.0,-2.2800536155700684,333.1546936035156,-22.423290252685547,-210.73141479492188
-0.18825459480285645,9.836752891540527,0.6161057949066162,1.1735334396362305,0.0853036418557167,1.2321851253509521,0.0,-2.273862361907959,339.36553955078125,-27.182125091552734,-212.18341064453125
-0.19007503986358643,9.786336898803711,0.594302773475647,1.1748485565185547,0.08554184436798096,1.230668067932129,0.0,-2.279448986053467,322.7803955078125,-24.14759635925293,-198.63279724121094
-0.19062922894954681,9.790538787841797,0.5933008193969727,1.2017178535461426,0.08594637364149094,1.2386993169784546,0.0,-2.2877399921417236,352.7228088378906,-36.079769134521484,-216.64305114746094
-0.1921583116054535,9.78415298461914,0.6137429475784302,1.1794581413269043,0.08606947213411331,1.2349754571914673,0.0,-2.2630929946899414,353.55914306640625,-37.93805694580078,-215.62109375
-0.19196990132331848,9.721982955932617,0.6172407269477844,1.1334936618804932,0.08871594071388245,1.2305092811584473,0.0,-2.304548740386963,282.3702697753906,-10.885100364685059,-171.48521423339844
-0.19288796186447144,9.729547500610352,0.6088734865188599,1.1279258728027344,0.09315581619739532,1.2382948398590088,0.0,-2.281214714050293,297.037353515625,-17.327476501464844,-179.7099151611328
-0.19288942217826843,9.744424819946289,0.5912688374519348,1.1654953956604004,0.09305986762046814,1.2381999492645264,0.0,-2.2905049324035645,297.12017822265625,-17.406436920166016,-179.7136993408203
-0.1957547515630722,9.746469497680664,0.5864109992980957,1.2035493850708008,0.08894506841897964,1.2181569337844849,0.0,-2.3022079467773438,297.3675231933594,-20.546649932861328,-176.8208770751953
-0.19566665589809418,9.74255084991455,0.6164926290512085,1.232789158821106,0.09206008911132812,1.2302242517471313,0.0,-2.2703042030334473,338.0714416503906,-36.2422981262207,-201.82911682128906
-0.1940208077430725,9.752723693847656,0.637448787689209,1.203991174697876,0.09615510702133179,1.2350490093231201,0.0,-2.266819477081299,331.02203369140625,-31.04177474975586,-199.9803009033203
-0.19244444370269775,9.663091659545898,0.6339375972747803,1.1684551239013672,0.10189595818519592,1.2379597425460815,0.0,-2.2693614959716797,313.2607727050781,-23.835752487182617,-189.42501831054688
-0.19370058178901672,9.771404266357422,0.6219974756240845,1.162217140197754,0.10075083374977112,1.2426636219024658,0.0,-2.2654666900634766,329.5300598144531,-29.85928726196289,-199.67071533203125
-0.1918955296278,9.819419860839844,0.6057814955711365,1.180922269821167,0.0981573760509491,1.2264313697814941,0.0,-2.2550411224365234,360.97930908203125,-39.951171875,-221.02813720703125
-0.19060736894607544,9.756231307983398,0.5917074084281921,1.2241348028182983,0.09788191318511963,1.2362033128738403,0.0,-2.2915778160095215,374.3024597167969,-44.89841842651367,-229.40403747558594
-0.18813973665237427,9.69519329071045,0.6297887563705444,1.2417221069335938,0.09891289472579956,1.2542176246643066,0.0,-2.2974307537078857,407.6785583496094,-54.62642288208008,-253.05213928222656
-0.1866249144077301,9.731523513793945,0.6408319473266602,1.216507911682129,0.09868061542510986,1.2481510639190674,0.0,-2.288173198699951,396.330810546875,-47.453277587890625,-248.87753295898438
-0.18277722597122192,9.635381698608398,0.6137145757675171,1.2401649951934814,0.1036718487739563,1.247817039489746,0.0,-2.297614336013794,406.463134765625,-48.48735046386719,-257.9757995605469
-0.17915381491184235,9.665765762329102,0.6151943206787109,1.2198888063430786,0.11090850085020065,1.2467117309570312,0.0,-2.2738447189331055,480.25018310546875,-68.25961303710938,-311.9905700683594
-0.17626908421516418,9.617464065551758,0.6053373217582703,1.2048660516738892,0.11295882612466812,1.256473183631897,0.0,-2.278292179107666,489.1143798828125,-67.45116424560547,-321.6632080078125
-0.17301708459854126,9.575235366821289,0.6461488008499146,1.1982842683792114,0.11381998658180237,1.2631211280822754,0.0,-2.271799087524414,498.4465637207031,-64.3093490600586,-334.13726806640625
-0.17544201016426086,9.612516403198242,0.6216102838516235,1.2297544479370117,0.10707792639732361,1.2685377597808838,0.0,-2.276350498199463,527.697021484375,-78.49749755859375,-349.1994934082031
-0.1744588017463684,9.641218185424805,0.6228996515274048,1.2177091836929321,0.1067444384098053,1.2753400802612305,0.0,-2.2759742736816406,493.5791931152344,-64.08456420898438,-329.4945983886719
-0.17290373146533966,9.590127944946289,0.6044600605964661,1.170377492904663,0.10448294132947922,1.267542839050293,0.0,-2.299342155456543,422.10260009765625,-39.73172378540039,-282.37091064453125
-0.17306166887283325,9.675098419189453,0.6215551495552063,1.2150096893310547,0.10224173963069916,1.2647470235824585,0.0,-2.286019802093506,484.5753173828125,-57.991580963134766,-326.58380126953125
-0.16986969113349915,9.63707447052002,0.6166487336158752,1.2163612842559814,0.1007697582244873,1.2741985321044922,0.0,-2.2863364219665527,544.1324462890625,-71.63817596435547,-372.4942321777344
-0.16890326142311096,9.657655715942383,0.631848156452179,1.2122182846069336,0.10178955644369125,1.2581055164337158,0.0,-2.283660411834717,579.0363159179688,-79.67010498046875,-399.3661804199219
-0.16735178232192993,9.658738136291504,0.6229865550994873,1.190889835357666,0.10161062330007553,1.2751396894454956,0.0,-2.288181781768799,566.7256469726562,-71.919189453125,-394.8064880371094
-0.16560569405555725,9.662800788879395,0.6023861169815063,1.128000259399414,0.09952153265476227,1.2743756771087646,0.0,-2.2770562171936035,545.7538452148438,-62.18766403198242,-383.56622314453125
-0.1627446562051773,9.592521667480469,0.6209162473678589,1.1608912944793701,0.1000196635723114,1.2739779949188232,0.0,-2.276111364364624,575.5848999023438,-65.76787567138672,-409.8169860839844
-0.16504603624343872,9.657893180847168,0.6089261770248413,1.1605594158172607,0.09086241573095322,1.2684762477874756,0.0,-2.2798244953155518,509.6388854980469,-50.639556884765625,-358.9993591308594
-0.1634381115436554,9.600878715515137,0.612621545791626,1.1912479400634766,0.09090910851955414,1.2757766246795654,0.0,-2.263000965118408,615.6083374023438,-79.42736053466797,-436.18096923828125
-0.16385477781295776,9.646257400512695,0.6019490957260132,1.165089726448059,0.09334969520568848,1.2819894552230835,0.0,-2.2812061309814453,538.0635986328125,-56.37154006958008,-381.6920471191406
-0.16043594479560852,9.598993301391602,0.5993000268936157,1.175485610961914,0.09750115871429443,1.2758047580718994,0.0,-2.2808070182800293,673.1957397460938,-87.64674377441406,-485.5489807128906
-0.1607315093278885,9.606348037719727,0.5882421135902405,1.1766254901885986,0.09842421114444733,1.269322395324707,0.0,-2.287863254547119,693.1897583007812,-94.53877258300781,-498.6509704589844
-0.16073542833328247,9.638794898986816,0.6256834268569946,1.211045265197754,0.09844490140676498,1.2635630369186401,0.0,-2.278698205947876,874.5048828125,-141.94873046875,-632.5560913085938
-0.16129453480243683,9.636556625366211,0.608177125453949,1.208066463470459,0.09398386627435684,1.2635765075683594,0.0,-2.2700631618499756,775.8924560546875,-117.77481079101562,-558.1176147460938
-0.1620675027370453,9.69266128540039,0.6278415322303772,1.2014544010162354,0.0917777344584465,1.260283350944519,0.0,-2.2899973392486572,615.8327026367188,-72.29241180419922,-443.540283203125
-0.16163888573646545,9.748348236083984,0.6137152314186096,1.2081595659255981,0.0911993458867073,1.2662591934204102,0.0,-2.2651262283325195,787.1616821289062,-116.43522644042969,-570.7263793945312
-0.16252125799655914,9.765007019042969,0.5986204147338867,1.2175672054290771,0.09127813577651978,1.2662601470947266,0.0,-2.268644332885742,823.9052734375,-129.69805908203125,-594.207275390625
-0.16492176055908203,9.76440715789795,0.5959212779998779,1.2292320728302002,0.07844337075948715,1.2694731950759888,0.0,-2.258678913116455,751.31591796875,-117.93620300292969,-533.379638671875
-0.1649499386548996,9.851669311523438,0.6080793142318726,1.2285237312316895,0.08153264224529266,1.265500545501709,0.0,-2.2860116958618164,713.9127807617188,-102.90851593017578,-511.0042724609375
-0.16558387875556946,9.81714153289795,0.6039415597915649,1.1915509700775146,0.08053504675626755,1.2634289264678955,0.0,-2.264768123626709,648.4171142578125,-87.70453643798828,-460.71258544921875
-0.16805562376976013,9.862024307250977,0.6086961030960083,1.1728438138961792,0.08309651166200638,1.2596510648727417,0.0,-2.2546095848083496,573.0614013671875,-70.22801208496094,-402.8334655761719
-0.16891983151435852,9.866369247436523,0.6137021780014038,1.1692222356796265,0.08640974014997482,1.260484218597412,0.0,-2.252772569656372,608.1223754882812,-82.34396362304688,-425.7784423828125
-0.17067866027355194,9.834762573242188,0.610069751739502,1.1853809356689453,0.08288095891475677,1.248298168182373,0.0,-2.259324073791504,561.8721313476562,-74.207275390625,-387.6648864746094
-0.17414885759353638,9.908048629760742,0.5997661352157593,1.2102875709533691,0.07915813475847244,1.2588530778884888,0.0,-2.2787976264953613,560.3553466796875,-79.19453430175781,-381.1607971191406
-0.17672117054462433,9.889670372009277,0.6131119728088379,1.235434651374817,0.08070746809244156,1.2530221939086914,0.0,-2.283538341522217,485.0840148925781,-60.182212829589844,-324.9018249511719
-0.1772327721118927,9.975765228271484,0.6126899123191833,1.1966372728347778,0.08456084132194519,1.250577688217163,0.0,-2.2700610160827637,454.89959716796875,-48.85922622680664,-306.04034423828125
-0.17572496831417084,9.832284927368164,0.6116936206817627,1.1685506105422974,0.0881175771355629,1.243546724319458,0.0,-2.2872366905212402,423.3813171386719,-39.665985107421875,-283.7153625488281
-0.17799629271030426,9.900259017944336,0.6165311932563782,1.1800884008407593,0.08859460055828094,1.236154556274414,0.0,-2.2604312896728516,462.4072570800781,-54.78208541870117,-307.62518310546875
-0.17793676257133484,9.803378105163574,0.5982511043548584,1.2159379720687866,0.0903715193271637,1.2447092533111572,0.0,-2.274817705154419,463.2188720703125,-57.67967224121094,-305.5391845703125
-0.17941437661647797,9.823062896728516,0.6032013893127441,1.1468825340270996,0.08950357139110565,1.2545371055603027,0.0,-2.2513844966888428,429.8254089355469,-47.84260559082031,-281.9827880859375
-0.18038257956504822,9.834651947021484,0.6168997883796692,1.1602318286895752,0.08907824754714966,1.2552411556243896,0.0,-2.2692389488220215,400.0169677734375,-38.431365966796875,-261.58563232421875
-0.17974954843521118,9.802494049072266,0.6146966218948364,1.176386833190918,0.08912508189678192,1.2631508111953735,0.0,-2.262230634689331,416.0400390625,-43.62935256958008,-272.41064453125
-0.18138757348060608,9.814050674438477,0.6047095656394958,1.127357006072998,0.08872862160205841,1.243162989616394,0.0,-2.274256706237793,363.0347900390625,-27.85356903076172,-235.18124389648438
-0.1815626621246338,9.893540382385254,0.5970612168312073,1.1795992851257324,0.08996494114398956,1.251253604888916,0.0,-2.258781909942627,422.0221862792969,-47.00470733642578,-275.0174865722656
-0.18199175596237183,9.895657539367676,0.6245903968811035,1.2379858493804932,0.08836524188518524,1.2629165649414062,0.0,-2.2954065799713135,494.353759765625,-71.88118743896484,-322.4726257324219
-0.18363997340202332,9.85515308380127,0.6171671152114868,1.2386724948883057,0.08692363649606705,1.2557731866836548,0.0,-2.251654624938965,491.9610595703125,-75.44344329833984,-316.5175476074219
-0.1838947832584381,9.820979118347168,0.601089358329773,1.2484873533248901,0.09455101191997528,1.2519266605377197,0.0,-2.286105155944824,451.14617919921875,-62.4302864074707,-288.7158508300781
